home_score,home_wins,home_losses,home_fgm,home_fga,home_3pm,home_3pa,home_ftm,home_fta,home_oreb,home_dreb,home_treb,home_ast,home_blk,home_to,home_pf,home_poss,away_score,away_wins,away_losses,away_fgm,away_fga,away_3pm,away_3pa,away_ftm,away_fta,away_oreb,away_dreb,away_treb,away_ast,away_blk,away_to,away_pf,away_poss,winner
79,18,7,29,59,8,23,13,18,9,27,2,17,3,12,18,60,73,10,17,25,61,8,24,15,20,11,27,5,13,3,15,19,58,home
74,14,4,28,59,7,20,10,16,10,26,3,14,4,12,16,59,78,15,4,28,62,8,22,14,19,11,28,1,13,7,12,17,58,home
73,4,5,25,53,7,20,17,23,11,22,4,13,2,19,22,58,70,5,4,24,53,7,21,14,22,10,26,3,13,3,16,18,56,away
78,1,0,27,47,10,18,14,21,6,33,2,20,8,17,23,60,69,0,1,27,66,7,26,8,17,14,26,4,10,2,13,24,57,home
87,10,4,30,60,9,24,17,24,14,30,3,17,6,16,19,60,78,12,2,28,58,8,23,13,19,13,28,3,16,4,12,15,55,away
75,8,14,26,61,7,19,16,22,12,26,4,12,5,14,20,58,87,18,5,31,65,8,22,17,26,15,22,3,18,5,12,20,58,away
76,6,3,26,54,9,23,15,20,8,24,2,13,2,12,19,56,80,5,4,25,60,10,28,20,26,12,24,3,15,2,15,22,57,away
83,18,5,30,62,9,24,15,20,12,30,4,19,4,12,18,59,67,12,12,23,57,6,20,14,19,11,25,4,10,4,13,18,53,home
60,6,13,21,58,6,21,11,16,13,24,4,11,2,17,22,52,70,8,12,25,57,8,23,12,16,12,25,4,14,2,12,18,52,away
72,12,6,24,55,8,21,16,21,8,25,2,11,4,11,17,53,80,5,13,29,66,7,21,15,22,14,27,3,16,2,14,18,61,home
65,3,14,22,53,7,21,14,20,9,25,3,10,2,15,18,53,75,10,6,27,59,10,27,11,16,9,26,3,15,3,11,18,56,away
72,9,17,25,60,8,22,13,20,12,25,3,14,4,16,21,57,86,13,13,30,73,12,40,15,22,13,25,5,16,3,14,19,65,home
67,1,3,22,56,8,25,15,21,12,29,4,15,4,16,21,53,71,3,3,23,55,7,23,20,26,12,28,3,12,4,16,17,52,away
70,15,11,24,55,7,20,14,20,9,24,3,14,3,12,16,54,76,18,7,26,57,7,21,17,25,12,26,3,15,3,13,20,53,home
79,6,3,28,60,8,21,15,22,11,26,3,14,3,14,19,59,73,3,5,25,59,7,21,15,23,11,24,4,15,2,12,23,55,home
76,14,4,25,58,6,19,20,25,12,28,3,13,3,15,19,55,81,11,6,28,63,7,21,17,25,11,30,3,14,4,14,19,62,home
69,5,12,25,57,5,18,13,21,9,27,2,13,5,12,18,55,73,10,10,26,59,8,22,13,18,10,25,2,14,3,12,22,56,home
84,2,0,31,70,8,24,14,27,13,32,3,17,3,12,21,63,57,1,1,18,48,5,16,16,19,7,26,4,13,3,12,20,45,away
56,0,2,23,60,7,26,4,9,13,27,5,12,3,19,22,57,64,0,3,21,55,6,13,16,26,8,24,5,12,4,18,20,57,home
75,13,3,28,59,7,23,13,20,12,28,3,14,6,14,15,58,87,15,1,29,64,10,26,19,25,13,28,3,16,7,13,20,59,away
73,14,11,26,58,8,23,14,21,11,27,3,13,3,14,20,56,77,18,7,28,57,6,15,16,23,9,27,3,13,4,12,15,58,away
77,20,2,27,57,7,21,17,24,13,26,2,15,4,14,19,55,71,0,2,24,50,9,22,16,22,6,20,4,11,0,16,19,57,home
74,0,3,26,58,7,24,15,22,7,28,3,12,3,16,16,62,91,3,1,33,70,10,28,16,23,16,27,4,20,7,11,18,61,away
75,2,4,27,66,12,34,8,12,11,25,3,13,2,12,19,60,84,3,2,31,60,6,17,15,20,8,27,2,17,3,14,21,66,home
72,4,4,26,56,5,14,15,21,11,28,4,12,1,15,18,56,71,4,5,25,57,7,24,14,20,8,23,4,12,2,13,20,57,home
70,16,15,23,57,7,21,17,24,12,24,4,13,3,14,20,51,76,12,19,26,62,8,24,15,21,12,26,5,15,4,11,19,55,home
73,14,9,26,53,9,24,13,18,8,25,2,16,2,14,18,57,79,7,16,29,65,7,21,14,21,14,27,3,15,2,14,18,60,home
80,7,4,27,56,8,21,18,23,11,24,2,14,4,14,18,57,77,8,2,26,61,8,22,16,22,14,25,4,18,6,13,22,55,away
66,9,17,23,55,5,15,14,19,10,24,3,11,3,16,21,55,75,10,16,27,62,7,21,15,20,12,27,4,11,5,14,18,58,home
82,6,2,30,58,8,19,14,17,9,24,2,16,2,8,16,57,58,1,6,21,54,6,20,11,17,9,25,2,12,3,17,20,54,home
65,2,4,22,58,9,29,12,15,9,27,3,14,2,15,20,56,46,0,1,17,61,3,17,9,13,10,17,2,4,1,15,28,51,home
68,3,9,23,53,5,15,16,22,11,28,3,13,3,17,19,55,69,7,7,23,58,6,20,16,22,11,26,3,11,4,14,18,54,away
68,1,2,24,56,7,22,12,22,13,22,4,11,4,16,20,54,67,2,2,23,51,3,13,19,28,10,34,4,12,7,21,21,57,home
87,15,11,31,70,9,27,15,21,14,23,4,17,4,13,23,63,73,12,12,26,54,8,21,14,20,7,25,3,12,2,14,18,58,home
74,11,6,26,61,5,17,17,24,13,27,4,11,3,14,20,55,74,8,9,25,57,7,22,16,24,10,26,4,12,4,14,21,57,home
78,7,0,28,55,8,21,15,21,9,23,3,14,3,11,19,57,71,1,6,25,59,6,15,16,22,11,25,5,14,3,17,20,58,home
81,5,5,30,67,8,24,13,18,9,29,4,14,3,13,17,65,66,2,9,23,59,7,22,14,21,12,22,4,9,3,15,24,54,home
76,5,4,27,60,8,21,14,21,12,26,2,14,4,13,18,56,72,4,6,25,61,7,21,15,23,11,28,5,13,3,14,20,56,home
84,10,1,31,63,8,23,14,21,13,27,3,17,6,14,18,62,75,7,4,28,60,7,21,12,17,9,24,2,16,2,9,15,57,home
72,3,6,25,61,7,20,16,22,11,29,5,13,3,14,20,56,74,1,8,26,60,7,20,15,24,10,24,3,12,2,14,25,59,home
75,9,7,26,55,10,24,13,17,7,28,2,14,3,13,17,59,69,6,10,24,53,7,17,14,20,10,27,3,14,2,18,20,57,away
73,2,1,25,56,4,12,19,27,8,33,5,14,3,17,15,60,68,0,3,25,55,6,20,11,16,8,22,2,12,3,15,25,59,home
78,14,4,26,58,7,20,18,26,12,23,3,12,5,12,19,54,73,8,10,24,55,10,25,15,19,9,26,3,14,4,13,17,54,away
70,8,7,24,58,8,24,13,19,10,26,3,11,4,12,16,53,75,8,6,26,60,7,21,15,22,12,25,2,14,4,13,19,56,home
77,8,1,28,55,8,20,13,21,11,27,2,17,5,14,17,57,73,5,4,25,54,6,17,19,24,6,31,3,12,4,15,17,59,home
77,31,4,26,55,7,17,17,23,10,27,3,14,3,11,17,54,72,29,4,26,53,9,22,11,15,10,26,3,17,3,11,15,52,home
71,16,16,26,59,6,19,12,17,12,29,3,13,4,14,21,56,69,17,12,24,54,7,20,15,22,9,24,3,14,2,14,20,54,home
80,11,5,27,63,9,25,17,22,11,26,3,13,4,13,21,59,70,5,11,24,56,8,24,13,19,8,24,3,13,3,14,20,57,home
78,21,10,28,57,7,17,15,22,9,25,2,13,3,12,20,57,77,19,10,28,60,8,22,14,20,11,26,3,15,3,12,17,57,away
75,8,21,27,60,7,19,14,18,9,25,3,14,3,12,18,59,74,18,9,26,56,8,20,15,22,8,26,3,12,4,12,17,55,away
76,7,14,27,60,7,22,15,21,7,23,2,12,2,13,19,61,76,12,10,26,60,8,22,16,23,12,25,2,12,2,13,21,56,home
77,11,5,27,60,8,22,16,22,12,24,3,14,5,11,15,54,69,12,3,27,54,7,17,9,13,9,25,3,15,5,9,16,53,away
75,3,2,26,59,9,23,14,20,13,24,3,15,3,15,26,56,82,3,3,29,62,7,22,17,26,14,30,4,16,4,19,22,63,home
84,34,1,30,59,7,19,16,23,10,31,3,16,5,11,16,60,82,28,8,29,63,8,20,17,24,14,23,3,17,5,12,20,57,home
71,7,17,26,59,5,15,14,20,10,23,3,14,3,14,18,57,80,11,15,28,64,11,30,13,17,10,25,4,15,4,15,16,63,home
84,3,0,29,52,7,18,19,27,10,32,2,14,6,16,15,59,77,0,3,28,62,12,29,10,18,9,19,3,16,4,13,24,62,home
77,7,5,25,54,7,20,20,27,10,22,4,14,2,16,19,56,70,4,8,25,62,8,25,11,16,12,25,4,12,2,12,19,55,home
75,11,7,27,56,6,17,15,23,9,27,2,14,5,14,21,58,71,11,7,23,56,6,19,19,26,12,27,3,11,4,13,19,51,home
84,19,12,29,64,9,23,18,25,12,27,3,12,4,11,18,59,76,15,15,27,61,9,27,13,19,9,26,3,15,3,13,20,59,away
82,26,7,30,61,10,25,11,16,10,26,3,17,4,12,15,61,80,24,9,28,64,9,25,15,20,14,24,4,15,5,11,21,56,home
72,10,17,27,63,7,20,11,16,14,24,4,15,4,13,18,56,85,21,6,29,61,10,26,17,22,9,30,3,13,2,11,16,59,away
71,11,3,26,59,5,16,14,21,15,28,4,13,6,14,17,52,75,8,6,26,62,7,21,16,20,11,27,3,15,6,13,18,59,away
74,21,15,27,58,7,20,13,19,11,24,3,17,5,13,18,56,74,22,12,27,57,8,23,13,18,7,24,2,17,2,12,18,59,home
68,2,1,22,54,4,16,19,28,14,21,5,10,2,14,17,49,82,4,1,28,58,8,26,18,25,9,25,2,18,4,14,19,60,home
86,4,1,30,57,9,22,17,22,10,27,3,17,4,14,18,62,58,1,8,22,58,5,17,10,14,13,22,5,10,3,18,19,55,home
53,0,1,17,62,9,23,10,16,17,26,12,7,2,13,22,42,81,1,0,25,59,4,16,27,42,15,28,3,7,3,17,20,55,away
71,11,3,24,53,6,19,16,24,11,35,3,13,4,15,15,53,64,9,6,22,53,6,18,14,22,12,28,3,13,5,15,17,51,home
72,9,10,27,60,7,22,11,15,8,23,2,15,2,10,15,57,67,4,14,22,54,8,26,15,23,10,26,3,12,2,16,18,54,home
75,24,9,26,60,6,18,17,24,11,29,4,15,7,12,17,55,75,30,4,28,58,6,17,12,17,10,26,2,15,3,10,18,56,away
81,6,3,30,62,9,24,12,18,12,23,2,14,4,9,18,57,74,4,6,26,61,7,21,14,20,11,21,3,14,2,12,20,56,home
87,2,0,32,59,9,23,16,22,8,30,2,16,3,10,14,62,101,2,0,34,55,11,26,23,32,8,33,2,26,9,13,23,65,away
74,9,13,27,62,8,22,13,19,9,28,4,14,3,13,16,60,72,10,12,25,58,10,27,12,17,10,24,4,13,2,14,20,57,home
65,0,7,22,57,7,20,15,22,11,23,4,11,4,19,22,56,81,6,2,27,64,9,22,19,25,12,28,5,14,3,11,18,57,away
62,6,14,23,52,7,22,9,13,6,22,3,13,3,12,18,54,69,5,15,24,56,8,24,13,16,7,27,2,12,3,13,18,57,home
70,1,2,25,57,8,22,11,15,11,20,3,17,1,16,23,57,88,3,1,31,63,10,26,15,23,15,26,5,21,4,18,20,64,away
68,11,10,24,55,5,14,16,23,10,25,3,13,2,13,19,53,76,12,10,26,59,7,21,16,23,13,27,3,14,4,13,19,55,away
86,6,7,32,69,9,27,13,19,11,27,4,16,4,15,23,69,68,3,8,24,60,6,20,15,21,11,26,3,11,4,17,20,58,home
64,1,1,22,54,6,20,15,26,7,34,3,9,4,20,21,60,73,1,2,25,65,7,24,15,23,13,25,3,13,4,14,21,58,away
74,7,8,25,59,9,23,14,20,9,26,3,12,4,16,21,61,79,9,7,27,61,10,24,14,18,9,26,3,16,2,12,16,59,away
72,7,1,25,53,7,19,14,21,10,36,3,14,5,15,14,56,68,3,5,25,58,9,26,9,13,10,24,3,15,3,14,19,56,away
83,10,0,28,61,8,23,18,25,12,28,3,15,7,11,16,56,70,2,6,24,58,8,24,13,20,9,27,3,12,2,14,19,58,home
80,14,5,28,57,8,21,17,25,10,27,3,16,4,15,21,60,78,8,11,28,58,9,23,13,17,10,25,3,17,2,13,20,59,home
78,20,6,27,59,9,25,16,22,10,27,3,13,5,14,19,59,68,18,10,22,51,9,26,14,19,5,24,3,13,2,11,20,52,home
73,17,4,26,51,7,18,13,18,6,27,3,15,3,13,14,57,66,11,10,23,55,8,22,12,16,8,28,2,11,2,12,15,53,home
69,6,6,24,53,7,21,14,21,10,26,4,12,3,17,19,55,64,5,7,22,56,6,21,13,20,11,26,4,12,6,13,19,51,home
81,11,5,29,59,8,21,16,21,13,28,3,17,4,15,17,59,68,7,8,23,57,7,23,14,20,12,22,3,13,3,14,20,52,home
81,12,9,28,62,9,25,15,21,11,23,3,18,2,13,20,60,73,8,14,25,58,7,21,17,24,12,25,4,12,3,18,26,58,home
84,31,4,31,61,9,24,14,19,11,29,4,15,4,11,17,60,76,25,8,28,58,7,20,13,18,10,27,3,15,4,12,17,57,home
59,6,4,20,55,5,17,14,23,15,25,4,13,6,13,19,44,64,3,8,20,52,5,16,18,27,11,22,3,9,3,14,18,48,home
77,2,4,28,65,10,29,12,18,12,26,4,16,2,13,20,60,74,2,3,26,55,6,18,15,22,8,27,2,13,4,13,22,58,home
68,5,17,25,60,7,22,11,17,11,24,4,12,2,13,18,54,70,11,11,25,55,8,22,12,17,8,25,3,14,2,13,17,56,away
75,13,9,26,59,8,22,14,20,11,23,2,13,5,11,15,54,77,15,9,27,58,9,23,15,21,11,25,4,17,5,12,16,55,away
72,8,5,26,60,10,30,10,15,9,31,4,16,2,13,13,59,72,6,7,25,59,7,22,15,22,12,27,4,10,4,14,18,55,home
76,1,1,29,61,4,20,14,22,14,27,4,12,6,11,21,55,57,0,3,19,60,7,24,11,16,9,23,3,9,3,15,19,54,away
77,16,11,28,60,8,22,14,20,11,25,3,13,3,11,19,56,74,11,17,27,60,7,21,14,20,11,25,3,11,4,13,18,57,home
70,5,10,24,56,8,24,13,19,8,24,4,13,3,14,20,57,73,9,5,27,63,5,18,14,22,13,29,3,13,4,15,19,58,away
80,24,5,28,56,8,22,16,22,11,26,3,15,3,12,18,56,72,21,11,27,58,6,18,13,18,11,27,3,16,5,13,17,56,home
94,2,0,38,78,8,22,11,14,18,31,4,16,4,13,21,70,102,2,0,36,55,10,22,20,30,9,30,2,21,6,15,20,68,home
92,9,0,30,57,10,24,22,30,9,26,3,16,3,12,17,59,69,3,6,21,53,7,23,19,25,11,25,2,11,3,13,19,49,home
77,3,1,25,55,7,20,20,27,11,25,3,13,4,11,20,51,85,5,0,31,60,9,23,14,21,9,30,3,20,5,14,15,65,away
69,5,19,24,55,8,22,13,20,7,22,2,11,2,14,19,57,81,15,8,29,60,7,18,16,23,9,26,3,15,3,13,21,61,away
74,15,4,25,59,6,18,17,25,11,29,4,15,6,12,17,55,76,15,3,28,59,8,22,12,18,12,26,3,15,4,11,15,54,away
74,24,5,27,55,6,17,14,20,10,25,3,13,4,12,16,55,72,18,11,26,56,5,14,15,19,11,25,3,12,1,12,18,53,home
78,6,8,27,59,9,27,16,21,9,25,3,13,4,13,18,58,73,9,5,27,59,9,23,11,16,9,24,3,13,4,12,19,58,home
70,3,3,25,57,10,29,10,14,7,24,2,15,3,12,20,57,73,2,3,24,56,8,22,17,23,10,27,3,14,5,14,18,54,away
76,8,12,28,63,9,24,12,16,10,26,4,14,2,13,19,61,69,13,9,25,55,7,20,14,19,11,24,3,14,1,15,17,54,away
76,10,4,26,57,9,25,15,19,8,27,3,16,4,13,18,58,90,12,2,30,61,10,25,21,29,11,27,3,16,3,12,18,59,away
61,1,2,24,56,6,21,7,11,8,20,1,11,2,10,16,53,76,1,2,28,67,9,23,12,17,12,20,2,13,6,8,20,56,home
83,7,2,29,58,8,22,16,21,11,26,3,16,4,12,18,58,86,9,1,29,62,10,25,19,24,13,28,3,16,6,14,20,59,away
76,16,13,26,59,7,21,16,23,12,26,3,14,4,13,19,55,69,14,14,25,56,5,15,15,23,10,25,3,13,2,13,20,54,home
106,4,0,38,67,10,22,19,24,9,31,2,25,7,13,19,74,83,3,0,31,60,8,19,12,15,7,37,4,16,5,14,15,67,home
76,8,14,27,64,7,22,15,22,14,25,3,14,4,14,20,58,75,8,16,26,61,8,20,16,21,12,27,4,13,5,13,19,56,home
76,22,5,27,57,6,18,15,21,10,26,3,16,4,13,21,58,62,9,18,21,53,7,21,12,19,9,24,4,13,3,13,20,51,home
67,7,17,25,58,5,19,12,18,12,29,3,12,3,15,19,56,70,12,12,26,56,6,19,12,18,11,26,4,13,3,15,17,56,home
71,3,8,27,57,6,17,13,17,11,26,4,10,2,15,18,58,76,5,5,28,62,5,17,16,23,13,26,4,12,3,14,19,58,away
84,19,9,29,62,10,28,15,20,8,28,3,17,6,14,18,64,70,5,21,24,56,7,19,15,22,9,24,3,11,2,15,18,56,home
73,7,17,25,61,9,25,14,18,11,26,3,13,2,13,18,57,70,19,5,24,56,8,23,12,19,10,27,3,14,5,13,19,54,away
77,13,18,26,61,9,23,16,22,10,24,3,14,6,13,21,58,74,14,17,25,55,6,18,17,23,10,26,3,15,5,14,21,56,home
77,15,16,25,55,10,26,17,22,9,25,2,13,2,13,17,55,76,16,13,27,56,7,19,14,19,9,26,3,15,2,13,20,58,home
70,8,16,27,60,7,21,10,14,11,25,3,13,3,14,19,58,81,17,5,29,58,9,22,16,21,11,26,3,15,3,12,18,57,away
77,5,5,27,60,10,26,14,20,9,28,3,15,4,13,17,59,61,3,8,22,61,7,22,9,15,14,19,3,11,3,11,21,48,home
63,0,5,22,59,6,23,12,17,9,20,3,11,3,14,22,55,80,2,3,30,63,9,28,12,18,12,26,2,18,4,15,18,62,away
83,16,8,30,62,8,20,15,23,10,24,2,15,5,11,20,61,73,9,15,24,55,8,25,16,21,10,24,3,12,3,12,20,53,home
72,8,6,25,54,9,25,13,18,8,25,2,15,3,14,18,57,74,10,5,26,60,11,30,11,15,9,30,4,16,2,13,13,59,home
84,6,3,30,58,7,19,17,23,10,27,3,16,5,13,19,60,79,7,2,28,55,7,18,17,27,10,28,3,14,6,15,19,59,home
75,12,7,27,60,7,19,14,22,13,25,3,14,6,11,22,54,81,13,6,27,59,7,19,19,25,12,24,4,14,5,13,21,56,home
70,12,17,25,58,8,24,12,19,12,25,4,14,3,14,20,55,75,23,6,26,52,8,19,16,21,8,25,3,14,3,11,15,54,away
72,11,9,26,59,9,25,11,17,11,27,3,14,3,14,17,58,74,11,9,27,58,7,20,13,20,11,25,3,13,6,13,17,57,away
82,18,13,28,64,8,24,18,25,13,29,2,16,4,16,21,61,73,12,18,26,60,5,15,17,24,13,25,3,12,3,14,20,55,away
68,15,13,24,56,6,18,14,20,14,25,4,11,4,14,21,51,73,11,18,25,57,7,20,16,21,9,23,3,12,3,13,21,56,home
74,8,6,26,56,9,23,13,18,9,27,3,15,3,14,18,57,72,6,8,26,57,9,23,12,16,13,24,4,14,2,12,18,52,home
75,11,7,27,58,7,20,14,20,10,25,3,13,6,13,17,57,75,8,9,27,63,8,22,13,18,8,28,4,14,3,13,15,61,away
90,12,5,32,70,10,28,15,23,14,23,3,18,4,12,22,64,77,12,5,28,60,6,17,17,23,13,24,4,13,4,13,22,56,away
78,10,1,27,56,9,22,15,21,8,23,2,15,3,10,18,55,71,8,4,26,55,7,21,13,18,10,24,3,14,3,13,16,54,home
92,4,0,29,56,10,22,24,31,10,29,3,21,1,10,20,56,81,2,2,27,62,8,26,19,27,8,27,4,17,4,12,22,60,home
72,13,11,26,58,9,25,11,16,10,27,3,14,3,14,17,57,80,17,7,27,58,10,25,16,21,9,29,3,16,4,12,16,58,away
68,10,10,23,53,6,16,16,22,11,25,3,12,3,14,17,51,75,7,12,27,60,8,23,13,20,11,25,3,12,3,12,21,57,home
69,11,3,27,54,7,17,9,13,9,25,3,16,5,9,16,53,81,10,5,28,59,8,21,16,21,11,27,3,16,4,13,20,59,home
69,3,7,25,59,7,20,12,19,13,22,3,13,3,14,17,54,60,0,1,24,59,8,21,4,8,15,26,6,14,2,21,23,58,home
86,16,6,31,62,9,22,15,21,11,26,3,20,4,13,17,62,76,18,4,27,57,7,20,16,24,11,26,3,15,4,13,18,56,away
58,1,1,19,55,6,21,14,21,12,22,3,9,4,18,27,51,55,0,2,19,51,9,28,8,12,8,17,2,11,2,20,19,55,home
80,2,1,30,68,8,27,11,19,10,27,2,18,3,9,20,62,72,0,2,27,71,7,25,12,18,19,22,6,15,3,19,27,60,away
73,6,5,27,60,8,22,10,14,11,25,3,17,4,13,18,57,72,5,9,24,56,9,23,15,21,8,25,4,13,3,16,20,58,home
74,8,1,23,57,7,24,20,28,13,26,3,12,6,14,20,51,64,1,5,21,51,4,13,19,28,11,21,4,9,3,16,20,49,home
65,4,5,22,54,6,21,15,21,10,22,4,13,2,15,16,53,74,6,3,26,59,10,25,12,18,11,25,2,16,4,14,20,57,away
68,6,10,24,56,5,19,15,22,11,27,4,11,7,17,19,56,75,7,11,25,61,8,24,16,21,11,28,5,14,3,15,20,58,home
78,7,2,26,57,7,21,18,25,9,30,3,15,4,11,17,56,72,6,4,25,61,7,21,14,18,10,26,3,14,6,13,18,58,home
74,12,8,26,59,11,30,10,15,8,29,3,16,2,13,14,59,85,12,6,30,58,11,24,15,19,7,26,2,18,5,13,17,63,away
90,4,1,33,65,10,27,16,21,9,31,3,17,3,11,18,66,73,1,3,26,66,8,25,12,19,14,25,5,14,3,15,26,58,home
71,4,1,23,54,8,25,18,21,9,24,2,12,4,11,16,50,64,1,5,23,60,8,23,10,16,8,21,3,9,3,15,18,58,home
82,11,3,28,59,8,22,18,25,10,29,3,17,4,12,18,58,68,11,2,26,53,6,16,9,13,9,26,3,16,5,10,16,52,home
69,10,6,24,55,6,20,16,23,12,23,3,13,4,13,17,51,76,11,4,26,57,8,22,15,21,9,28,4,17,5,14,17,59,home
70,8,4,24,51,6,16,16,22,8,24,3,11,2,14,19,55,65,6,6,23,58,8,23,11,15,11,23,4,11,3,12,19,52,away
78,17,14,28,61,8,23,15,22,12,28,3,15,4,15,23,59,78,19,13,28,65,7,23,15,21,15,25,3,13,4,13,19,56,away
72,11,10,24,57,7,21,16,23,11,26,3,13,3,14,22,53,71,7,13,26,57,6,18,14,21,9,27,2,13,5,12,19,56,home
76,7,3,25,55,8,23,17,22,9,27,3,15,3,13,17,55,57,0,1,19,59,10,31,9,13,6,21,2,14,0,13,14,54,home
79,7,3,30,57,8,18,12,18,10,27,5,17,4,14,20,61,75,4,5,27,63,8,26,13,21,13,24,4,11,3,11,20,55,away
70,9,7,24,59,7,21,14,22,12,23,4,12,3,15,22,55,76,6,10,27,61,8,25,14,21,11,28,3,13,3,14,21,59,home
75,13,15,28,61,10,25,10,15,10,26,4,17,3,14,20,60,71,13,15,26,56,8,20,11,17,10,24,3,13,3,13,17,56,away
67,5,4,23,57,6,21,14,18,9,26,3,10,2,11,14,52,76,4,4,25,58,8,24,19,26,10,28,4,11,5,14,20,56,away
76,13,6,28,57,7,19,14,19,11,26,4,13,5,13,19,57,73,7,12,26,61,7,21,14,20,11,25,4,11,4,13,18,57,home
58,1,3,21,58,4,20,13,22,13,27,4,10,3,15,20,50,54,1,4,18,52,6,20,12,18,8,26,1,8,4,18,20,53,home
83,2,0,26,56,8,22,24,31,9,30,4,11,6,15,14,58,63,1,2,23,65,7,29,11,16,16,27,5,12,3,16,21,54,home
84,19,2,31,62,9,21,13,21,13,27,2,17,5,13,19,61,75,20,1,27,55,7,18,15,21,12,26,4,16,5,13,17,54,home
73,10,17,27,62,6,20,13,18,12,25,3,15,3,14,18,58,82,16,11,29,60,11,27,14,18,9,23,2,16,4,12,19,60,home
75,9,11,27,66,8,24,12,17,13,25,3,15,4,13,20,58,76,13,4,27,58,11,31,11,15,9,26,2,17,3,13,18,60,away
75,4,4,28,56,6,18,15,22,11,23,2,14,5,12,18,55,80,4,4,27,57,8,20,18,26,12,27,3,17,5,14,17,56,home
76,6,5,26,60,8,22,16,22,11,26,2,13,3,14,22,57,70,5,7,25,53,7,18,14,20,10,27,3,14,2,17,20,57,home
80,21,9,29,59,7,18,16,22,9,27,3,15,3,14,21,61,80,19,12,27,55,9,22,17,23,7,25,2,13,4,11,17,57,home
66,12,11,22,54,6,18,16,24,12,24,4,12,4,13,19,49,62,7,14,22,54,7,25,11,15,6,23,3,14,2,13,16,55,home
63,0,5,22,61,7,19,12,19,13,21,2,10,3,14,21,52,75,1,3,28,62,8,22,10,14,13,24,4,14,3,16,22,61,home
79,12,6,27,61,9,26,15,23,11,25,4,11,3,12,20,56,76,6,10,26,60,9,25,16,23,12,27,3,15,4,14,21,56,home
65,3,13,22,52,5,15,15,21,11,27,3,12,3,18,19,55,68,6,10,23,56,7,23,15,19,11,22,2,13,2,14,18,52,away
81,13,4,28,57,8,21,17,26,10,26,3,16,4,15,21,59,58,5,12,21,59,6,22,10,15,14,24,4,11,3,17,22,51,home
73,3,11,25,54,9,25,15,22,7,26,3,12,3,17,18,60,84,8,8,28,65,9,24,19,26,12,25,3,12,4,11,19,58,away
79,10,4,29,57,8,21,12,18,6,26,3,16,3,11,16,61,71,9,4,26,60,9,24,11,17,11,26,3,14,5,13,21,55,away
103,1,0,31,71,15,31,26,36,18,32,6,15,3,18,31,65,82,1,1,23,52,7,21,30,37,9,23,5,15,1,24,26,62,home
73,19,15,27,59,6,18,12,18,12,26,4,15,3,14,19,57,78,15,19,26,59,8,22,18,25,10,26,3,12,4,13,18,56,away
78,14,4,28,62,8,22,14,19,12,28,2,13,7,12,17,58,76,13,6,27,60,9,23,13,18,11,28,3,14,4,13,16,58,home
80,8,3,27,58,7,20,19,28,11,24,3,13,5,14,19,56,79,5,7,28,65,8,24,15,23,14,27,2,14,5,15,22,60,home
82,3,2,29,58,6,19,17,22,10,32,5,18,2,15,18,62,83,3,2,28,56,9,22,19,29,13,27,4,19,5,14,17,55,away
73,11,5,25,59,8,25,15,21,12,27,3,16,4,14,20,55,73,13,3,28,61,7,22,10,16,12,26,2,13,3,12,18,57,away
82,10,3,29,59,8,21,16,21,9,27,2,14,5,9,13,57,67,6,6,23,53,5,15,16,23,10,24,2,13,5,13,16,51,home
80,0,1,28,66,10,26,14,28,14,19,2,7,0,14,25,59,84,1,0,28,54,8,21,20,32,7,35,3,15,4,17,18,64,home
63,9,16,22,55,5,17,14,22,11,24,3,11,3,15,20,52,67,12,13,24,55,7,20,12,17,7,23,2,11,5,13,18,56,away
79,0,1,23,56,12,29,21,28,9,19,4,14,1,14,28,55,34,0,1,11,69,3,25,9,15,9,15,8,6,3,21,20,56,home
77,10,9,26,59,6,19,19,26,13,25,3,14,5,13,22,55,93,17,2,34,67,7,21,18,27,14,27,3,18,6,11,19,63,home
72,13,16,25,59,7,22,15,23,11,25,3,13,4,13,21,56,69,14,15,25,55,6,19,13,18,10,24,2,12,4,12,18,54,away
87,32,4,31,61,12,29,14,17,9,26,3,17,4,10,16,61,80,26,10,28,64,9,25,15,20,14,24,4,15,5,11,21,56,home
79,7,0,27,55,10,26,14,19,8,27,3,13,3,11,15,56,73,3,3,26,60,8,20,14,21,11,24,2,12,3,11,17,54,home
62,5,10,22,53,7,22,11,18,12,22,3,14,2,16,18,51,70,3,13,25,57,9,25,11,17,10,25,3,13,2,14,20,57,home
81,15,13,28,59,9,23,15,21,13,27,3,14,5,15,20,59,72,20,8,25,59,7,22,14,19,11,26,4,16,6,10,20,53,home
72,3,8,24,59,9,26,15,20,8,26,3,11,3,12,22,56,67,1,8,25,57,6,16,12,17,9,24,3,11,3,12,19,55,home
76,10,10,26,59,7,20,16,23,12,27,3,14,4,13,19,55,63,4,16,23,52,6,17,12,19,10,25,3,12,4,16,19,54,home
74,16,13,25,55,5,14,19,25,9,25,3,14,4,13,20,56,69,17,12,24,57,7,23,13,19,10,26,3,11,5,12,17,52,home
65,1,5,24,54,6,20,11,16,8,19,3,13,3,14,20,56,75,5,1,26,57,8,22,15,21,9,26,3,15,3,12,15,55,away
78,1,1,29,63,7,20,13,20,13,36,5,16,8,13,16,59,72,2,1,23,57,10,26,16,25,12,31,5,14,3,14,22,52,away
